Zur's Weirding; FMB1; 2; Foil; 32
Bastion Enforcer; AER; 1; ; 8
Basri's Lieutenant; M21; 1; ; 9
Basilica Screecher; GTC; 1; ; 58
Basilica Guards; GTC; 1; ; 5
Basilica Bell-Haunt; RNA; 2; ; 156
Basic Conjuration; STX; 1; ; 120
Base Camp; ZNR; 1; ; 257
Basalt Ravager; KHM; 3; ; 122
Bartizan Bats; GRN; 1; ; 62
Barrin, Tolarian Archmage; M21; 1; ; 45
Barrier of Bones; GRN; 3; ; 61
Barrier Breach; IKO; 2; ; 145
Barony Vampire; M20; 1; ; 85
Barkhide Troll; M20; 1; ; 165
Barkchannel Pathway; KHM; 1; ; 290
Barkchannel Pathway; KHM; 1; Foil; 251
Barging Sergeant; GRN; 2; ; 92
Bard Class; AFR; 1; ; 217
Barbarian Class; AFR; 1; ; 131
Barbarian Class; AFR; 1; Foil; 131
Barbarian Bully; JUD; 1; ; 79
Bar the Gate; AFR; 3; ; 47
Bannerhide Krushok; MH2; 4; ; 149
Banishing Light; TSR; 1; ; 291
Banishing Light; ZNC; 1; ; 11
Bane Alley Broker; GTC; 1; ; 145
Band Together; WAR; 4; ; 153
Balustrade Spy; IMA; 1; ; 80
Balthor the Defiled; JUD; 1; ; 61
Baloth Null; MB1; 1; ; 1396
Baloth Null; OGW; 1; ; 152
Baloth Gorger; DOM; 2; ; 156
Baleful Mastery; STX; 1; ; 64
Baleful Eidolon; THS; 1; ; 78
Baleful Beholder; AFR; 1; ; 311
Baleful Beholder; AFR; 1; ; 89
Baleful Ammit; AKH; 1; ; 79
Bala Ged Recovery; ZNR; 3; ; 180
Bag of Holding; AFR; 1; ; 240
Baffling End; RIX; 2; ; 1
Azra Smokeshaper; MH1; 1; ; 79
Azorius Locket; RNA; 1; ; 231
Azorius Knight-Arbiter; RNA; 1; ; 154
Azorius Guildgate; RNA; 3; ; 243
Azorius Cluestone; DGM; 1; ; 136
Azorius Chancery; GK2; 4; ; 25
Axgard Cavalry; KHM; 2; ; 121
Axgard Braggart; KHM; 2; ; 1
Axgard Armory; KHM; 1; ; 250
Axebane Stag; RTR; 1; ; 116
Axebane Beast; RNA; 2; ; 121
Awaken the Bear; KTK; 1; ; 129
Avid Reclaimer; HOU; 3; ; 201
Aviary Mechanic; KLD; 1; ; 6
Avian Oddity; IKO; 2; ; 42
Averna, the Chaos Bloom; CMR; 1; ; 269
Avenging Arrow; RTR; 1; ; 4
Avenger of Zendikar; CMR; 1; ; 422
Aven Wind Mage; M19; 2; ; 45
Aven Surveyor; CMR; 4; ; 57
Aven Reedstalker; HOU; 3; ; 30
Aven of Enduring Hope; HOU; 2; ; 5
Aven Initiate; AKH; 1; ; 43
Aven Eternal; WAR; 3; ; 42
Avarax; MB1; 1; ; 845
Avalanche Caller; KHM; 1; ; 45
Auspicious Starrix; IKO; 1; ; 144
Aurora Phoenix; CMR; 1; ; 161
Auriok Salvagers; 2XM; 1; ; 6
Auratouched Mage; RAV; 1; ; 1
Auramancer; ORI; 1; ; 5
Aura of Silence; MB1; 1; ; 29
Augury Raven; KHM; 1; ; 44
Augury Raven; KHM; 1; Foil; 44
Augur of Bolas; WAR; 2; ; 41
Augmenting Automaton; AER; 1; ; 143
Augmenter Pugilist; STX; 1; ; 147
Audacious Thief; M20; 4; ; 84
Audacious Infiltrator; AER; 4; ; 7
Atzocan Seer; RIX; 1; ; 153
Atzocan Archer; XLN; 1; ; 176
Attended Healer; ZNR; 2; ; 6
Atemsis, All-Seeing; M20; 1; ; 46
Atarka Pummeler; DTK; 1; ; 129
Assassinate; BBD; 2; ; 139
Assassinate; TSR; 1; ; 101
Asphyxiate; BNG; 1; ; 60
Aspect of Manticore; THB; 1; ; 127
Ashiok, Sculptor of Fears; THB; 1; Foil; 274
Ashiok's Skulker; WAR; 1; ; 40
Ashiok's Forerunner; THB; 2; ; 277
Ashes of the Abhorrent; XLN; 1; ; 2
Ashaya, Soul of the Wild; ZNR; 1; Foil; 179
Ash Barrens; 2XM; 1; ; 310
Ascendant Spirit; KHM; 2; ; 43
Artificer's Epiphany; ORI; 1; ; 45
Artificer's Assistant; MB1; 1; ; 291
Artful Maneuver; DTK; 1; ; 4
Arterial Flow; RIX; 1; ; 62
Arrogant Poet; STX; 1; ; 63
Arrogant Poet; STX; 1; Foil; 63
Arrester's Zeal; RNA; 1; ; 4
Arrester's Admonition; RNA; 2; ; 31
Arni Slays the Troll; KHM; 3; ; 201
Arni Slays the Troll; KHM; 1; Foil; 201
Armory Veteran; AFR; 2; ; 130
Armory of Iroas; CMR; 2; ; 299
Armored Transport; GTC; 1; ; 226
Armored Skyhunter; CMR; 1; Foil; 11
Armorcraft Judge; CMR; 1; ; 218
Armorcraft Judge; CMR; 1; Foil; 218
Armorcraft Judge; KLD; 3; ; 144
Armorcraft Judge; ZNC; 2; ; 60
Armix, Filigree Thrasher; CMR; 1; ; 108
Armillary Sphere; CMR; 2; ; 298
Arlinn, Voice of the Pack; WAR; 2; ; 150
Arlinn's Wolf; WAR; 4; ; 151
Arguel's Blood Fast; XLN; 1; ; 90
Argivian Restoration; 2XM; 1; ; 42
Arena Trickster; THB; 1; ; 126
Arena Athlete; THS; 2; ; 113
Ardenvale Tactician // Dizzying Swoop; ELD; 1; ; 5
Ardent Electromancer; ZNR; 2; ; 135
Ardent Dustspeaker; STX; 1; ; 92
Archweaver; RTR; 1; ; 114
Archway Commons; STX; 3; ; 263
Archway Angel; RNA; 1; ; 3
Archpriest of Iona; ZNR; 1; ; 316
Archon of Sun's Grace; THB; 1; ; 3
Archon of Emeria; ZNR; 1; ; 4
Archon of Cruelty; MH2; 1; ; 75
Archmage Emeritus; STX; 4; ; 37
Archetype of Courage; BNG; 1; ; 4
Archetype of Aggression; BNG; 1; ; 88
Arcbound Tracker; MH2; 2; ; 112
Arcbound Slasher; MH2; 1; ; 111
Arcane Teachings; JUD; 1; ; 78
Arcane Subtraction; STX; 8; ; 36
Arcane Signet; C21; 1; ; 234
Arcane Signet; ZNC; 2; ; 106
Arcane Investigator; AFR; 1; ; 46
Arcane Encyclopedia; M19; 1; ; 227
Arcane Denial; CMR; 1; ; 630
Arcane Adaptation; XLN; 1; ; 46
Arc Blade; TSR; 1; ; 152
Arboretum Elemental; GRN; 1; ; 122
Arboreal Grazer; WAR; 3; ; 149
Arborea Pegasus; AFR; 2; ; 299
Arborea Pegasus; AFR; 1; Foil; 299
Araumi of the Dead Tide; CMR; 1; ; 267
Arashi, the Sky Asunder; C21; 1; ; 185
Arachnoform; KHM; 4; ; 159
Aqueous Form; CMR; 2; ; 56
Aquatic Incursion; RIX; 2; ; 32
Applied Biomancy; RNA; 2; ; 153
Appeal // Authority; HOU; 2; ; 152
Apex Devastator; CMR; 1; Foil; 217
Anvilwrought Raptor; M20; 1; ; 221
Anvilwrought Raptor; M20; 1; Foil; 221
Anurid Swarmsnapper; JUD; 1; ; 105
Anticognition; ZNR; 3; ; 45
Anticipate; M20; 1; ; 45
Anticipate; IKO; 2; ; 40
Anowon, the Ruin Thief; ZNC; 1; Foil; 1
Anowon, the Ruin Sage; C17; 1; ; 96
Anointer Priest; AKH; 1; ; 3
Anointer Priest; PLIST; 1; ; 7
Anointer of Valor; CMR; 2; ; 8
Animating Faerie // Bring to Life; ELD; 2; ; 38
Anguished Unmaking; SOI; 1; ; 242
Angrath, Minotaur Pirate; RIX; 1; Foil; 201
Angrath's Rampage; WAR; 1; ; 185
Angrath's Marauders; XLN; 1; ; 132
Angrath's Fury; RIX; 2; ; 204
Angrath's Ambusher; RIX; 3; ; 202
Angler Drake; AKH; 3; ; 41
Angelsong; MB1; 1; ; 22
Angelic Purge; SOI; 1; Foil; 3
Angelic Gift; BBD; 1; ; 88
Angelic Gift; CMR; 1; ; 7
Angelic Gift; M20; 1; ; 5
Angelic Gift; MB1; 1; ; 17
Angelic Exaltation; RNA; 2; ; 2
Angelic Curator; MH2; 1; ; 262
Angelic Armaments; CMR; 1; Foil; 296
Angelheart Protector; ZNR; 4; ; 3
Angel of Vitality; M20; 1; ; 4
Angel of the Dawn; CMR; 1; ; 6
Angel of Renewal; MB1; 2; ; 20
Ancient Stirrings; 2XM; 2; ; 151
Ancient Stirrings; TSR; 1; ; 355
Ancient Grudge; TSR; 2; ; 151
Ancient Crab; AKH; 2; ; 40
Ancient Crab; OGW; 1; ; 50
Ancient Brontodon; XLN; 2; ; 175
Ancient Animus; CMR; 2; ; 215
Ancestral Vision; TSR; 2; ; 52
Ancestral Mask; MB1; 1; ; 1119
Ancestral Blade; CMR; 1; ; 5
Ancestral Blade; CMR; 1; Foil; 5
Ancestral Blade; 2XM; 1; ; 3
Anara, Wolvid Familiar; CMR; 1; Foil; 214
Amplifire; RNA; 1; ; 92
Amorphous Axe; CMR; 1; ; 295
Amorphous Axe; CMR; 1; Foil; 295
Amorphous Axe; MH1; 1; ; 219
Ambush Viper; CMR; 1; Foil; 213
Ambuscade; HOU; 4; ; 110
Ambitious Aetherborn; KLD; 1; ; 72
Ambassador Oak; MB1; 1; ; 1117
Amareth, the Lustrous; CMR; 1; ; 586
Amaranthine Wall; DOM; 1; ; 210
Altar of the Pantheon; THB; 2; ; 231
Alpine Watchdog; M21; 1; ; 2
Alpine Meadow; KHM; 3; ; 248
Alpine Meadow; KHM; 2; Foil; 248
Alpha Authority; GTC; 1; ; 114
Allied Assault; ZNR; 2; ; 1
Alley Strangler; AER; 2; ; 52†
All That Glitters; ELD; 1; ; 2
All Is Dust; MB1; 1; ; 1
Alharu, Solemn Ritualist; CMR; 1; ; 4
Alert Heedbonder; IKO; 2; ; 218
Alena, Kessig Trapper; CMR; 1; ; 160
Alena, Kessig Trapper; CMR; 1; Foil; 160
Akroma's Vengeance; C20; 1; ; 74
Akoum Warrior; ZNR; 2; ; 134
Akoum Hellkite; BFZ; 1; ; 139
Akoum Hellhound; ZNR; 2; ; 133
Akoum Hellhound; ZNR; 4; ; 299
Akiri, Fearless Voyager; ZNR; 1; ; 220
Ajani, Valiant Protector; AER; 1; Foil; 185
Ajani, the Greathearted; WAR; 1; ; 184
Ajani's Sunstriker; M13; 1; ; 2
Ajani's Pridemate; WAR; 4; ; 4
Ajani's Presence; JOU; 1; ; 2
Ajani's Comrade; AER; 3; ; 187
Ajani's Chosen; C18; 1; ; 61
Ajani's Aid; AER; 2; ; 188
Airdrop Aeronauts; AER; 2; ; 5
Air-Cult Elemental; AFR; 1; ; 45
Air-Cult Elemental; AFR; 1; Foil; 45
Air Elemental; XLN; 3; ; 45
Aim High; BBD; 1; ; 189
Aim High; SOI; 1; ; 193
Aid the Fallen; MB1; 1; ; 560
Aid the Fallen; WAR; 1; ; 76
Aid from the Cowl; AER; 1; ; 105
Ahn-Crop Invader; WAR; 2; ; 113
Ahn-Crop Crasher; MB1; 1; ; 833
Ahn-Crop Champion; AKH; 1; ; 194
Agonizing Syphon; M20; 3; ; 83
Agonizing Syphon; JMP; 1; ; 199
Agonizing Remorse; THB; 1; ; 83
Aggressive Urge; MB1; 1; ; 1114
Aggressive Urge; RIX; 4; ; 122
Ageless Guardian; STX; 5; ; 8
Ageless Guardian; STX; 1; Foil; 8
Aetherstream Leopard; AER; 3; ; 103
Aethersphere Harvester; AER; 1; ; 142
Aetherize; IMA; 1; ; 40
Aetherflux Reservoir; MB1; 1; ; 1539
Aether Swooper; AER; 2; ; 26
Aether Poisoner; AER; 2; ; 51
Aether Inspector; AER; 1; ; 3
Aether Herder; AER; 3; ; 102
Aether Chaser; AER; 2; ; 76
Aesthir Glider; DOM; 5; ; 209
Aeromunculus; RNA; 1; ; 152
Aeromoeba; MH2; 1; ; 37
Aerial Predation; IMA; 2; ; 154
Aerial Maneuver; GTC; 1; ; 1
Aerial Guide; HOU; 4; ; 29
Aegis Turtle; IKO; 2; ; 39
Aegis Automaton; AER; 2; ; 141
Aegar, the Freezing Flame; KHM; 2; ; 321
Aegar, the Freezing Flame; KHM; 1; Foil; 321
Adverse Conditions; BFZ; 1; ; 54
Adventurous Impulse; DOM; 1; ; 153
Adventurous Impulse; IKO; 2; ; 142
Adventurous Impulse; STA; 1; ; 49
Adventurous Impulse; STA; 1; Foil; 49
Adventure Awaits; ZNR; 3; ; 177
Adrix and Nev, Twincasters; C21; 1; Foil; 9
Admonition Angel; ZNC; 1; ; 10
Admiral Beckett Brass; XLN; 1; ; 217
Adarkar Valkyrie; PLIST; 1; ; 302
Adamant Will; DOM; 1; ; 2
Ad Nauseam; 2XM; 1; ; 76
Act of Treason; M20; 3; ; 124
Act of Treason; GTC; 1; ; 85
Act of Treason; RNA; 2; ; 91
Act of Heroism; HOU; 2; ; 1
Acquisitions Expert; ZNR; 1; ; 89
Acquisitions Expert; ZNR; 1; Foil; 89
Acidic Slime; ZNC; 1; ; 59
Acererak the Archlich; AFR; 1; ; 87
Accumulated Knowledge; A25; 1; ; 40
Access Tunnel; STX; 2; ; 262
Academy Journeymage; DOM; 1; ; 41
Academy Drake; DOM; 3; ; 40
Academic Probation; STX; 1; ; 7
Academic Dispute; STX; 1; ; 91
Abzan Guide; MB1; 1; ; 1384
Abzan Falconer; IMA; 1; ; 3
Abzan Falconer; ZNC; 1; ; 9
Abundant Harvest; MH2; 1; ; 147
Abundant Harvest; MH2; 1; ; 354
Abundant Harvest; MH2; 1; Foil; 147
Abundance; ZNC; 1; ; 58
Abstruse Interference; OGW; 1; ; 40
Absorb Vis; MB1; 1; ; 558
Absorb Identity; KHM; 3; ; 383
Abomination of Llanowar; CMR; 2; ; 265
Abiding Grace; MH2; 1; ; 1
Aberrant Mind Sorcerer; AFR; 1; ; 44
Abbot of Keral Keep; ORI; 1; ; 127
Abandoned Sarcophagus; HOU; 1; ; 158
+2 Mace; AFR; 1; ; 1
